Blood Crypt,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Creeping Tar Pit,Creeping Tar Pit,Darkslick Shores,Gemstone Mine,Gemstone Mine,Island,Polluted Delta,Polluted Delta,Polluted Delta,Polluted Delta,Spirebluff Canal,Steam Vents,Swamp,Watery Grave,Watery Grave,"Emrakul, the Aeons Torn","Emrakul, the Aeons Torn","Emrakul, the Aeons Torn","Emrakul, the Aeons Torn",Griselbrand,Griselbrand,Griselbrand,Griselbrand,Simian Spirit Guide,Simian Spirit Guide,Simian Spirit Guide,Simian Spirit Guide,Collective Brutality,Collective Brutality,Faithless Looting,Faithless Looting,Faithless Looting,Faithless Looting,Goryo\'s Vengeance,Goryo\'s Vengeance,Goryo\'s Vengeance,Goryo\'s Vengeance,Izzet Charm,Izzet Charm,Izzet Charm,Pieces of the Puzzle,Pieces of the Puzzle,Remand,Serum Visions,Serum Visions,Thoughtseize,Thoughtseize,Through the Breach,Through the Breach,Through the Breach,Through the Breach,Pentad Prism,Pentad Prism,Pentad Prism,Pentad Prism
Island,Island,Island,Mountain,Polluted Delta,Polluted Delta,Polluted Delta,Polluted Delta,Spirebluff Canal,Spirebluff Canal,Spirebluff Canal,Spirebluff Canal,Steam Vents,Steam Vents,Sulfur Falls,Sulfur Falls,"Baral, Chief of Compliance","Baral, Chief of Compliance","Baral, Chief of Compliance","Baral, Chief of Compliance",Goblin Electromancer,Goblin Electromancer,Desperate Ritual,Desperate Ritual,Desperate Ritual,Desperate Ritual,Gifts Ungiven,Gifts Ungiven,Gifts Ungiven,Gifts Ungiven,Grapeshot,Grapeshot,Grapeshot,Lightning Bolt,Lightning Bolt,Manamorphose,Manamorphose,Manamorphose,Manamorphose,Opt,Opt,Opt,Past in Flames,Past in Flames,Pyretic Ritual,Pyretic Ritual,Pyretic Ritual,Pyretic Ritual,Remand,Remand,Remand,Serum Visions,Serum Visions,Serum Visions,Serum Visions,Take Inventory,Take Inventory,Take Inventory,Take Inventory,Unsubstantiate
Blackcleave Cliffs,Blackcleave Cliffs,Blood Crypt,Blood Crypt,Blood Crypt,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Mountain,Mountain,Mountain,Stomping Ground,Swamp,Wooded Foothills,Wooded Foothills,Wooded Foothills,Wooded Foothills,Bloodghast,Bloodghast,Bloodghast,Bloodghast,Flameblade Adept,Flameblade Adept,Flameblade Adept,Flameblade Adept,Flamewake Phoenix,Flamewake Phoenix,Flamewake Phoenix,Flamewake Phoenix,Gurmag Angler,Gurmag Angler,Gurmag Angler,Hollow One,Hollow One,Hollow One,Hollow One,Street Wraith,Street Wraith,Street Wraith,Street Wraith,"Tasigur, the Golden Fang",Burning Inquiry,Burning Inquiry,Burning Inquiry,Burning Inquiry,Collective Brutality,Collective Brutality,Faithless Looting,Faithless Looting,Faithless Looting,Faithless Looting,Goblin Lore,Goblin Lore,Goblin Lore,Goblin Lore,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Bolt
Hallowed Fountain,Marsh Flats,Marsh Flats,Marsh Flats,Marsh Flats,Plains,Plains,Sacred Foundry,Seachrome Coast,Seachrome Coast,Seachrome Coast,Seachrome Coast,Windswept Heath,Windswept Heath,Windswept Heath,Puresteel Paladin,Puresteel Paladin,Puresteel Paladin,Puresteel Paladin,"Sram, Senior Edificer","Sram, Senior Edificer","Sram, Senior Edificer","Sram, Senior Edificer",Grapeshot,Noxious Revival,Noxious Revival,Noxious Revival,Retract,Retract,Retract,Retract,Serum Visions,Serum Visions,Serum Visions,Serum Visions,Accorder\'s Shield,Accorder\'s Shield,Accorder\'s Shield,Accorder\'s Shield,Bone Saw,Bone Saw,Bone Saw,Bone Saw,Cathar\'s Shield,Cathar\'s Shield,Cathar\'s Shield,Cathar\'s Shield,Kite Shield,Mox Opal,Mox Opal,Mox Opal,Mox Opal,Paradise Mantle,Paradise Mantle,Paradise Mantle,Paradise Mantle,Spidersilk Net,Spidersilk Net,Spidersilk Net,Spidersilk Net
Bojuka Bog,Field of Ruin,Field of Ruin,Forest,Godless Shrine,Horizon Canopy,Horizon Canopy,Marsh Flats,Marsh Flats,Marsh Flats,Mosswort Bridge,Overgrown Tomb,Plains,Plains,Swamp,Temple Garden,Verdant Catacombs,Verdant Catacombs,Windswept Heath,Windswept Heath,Windswept Heath,Windswept Heath,Eternal Witness,Eternal Witness,Eternal Witness,Fiend Hunter,Fiend Hunter,Flickerwisp,Flickerwisp,Flickerwisp,Flickerwisp,Knight of the Reliquary,Knight of the Reliquary,Knight of the Reliquary,Knight of the Reliquary,Noble Hierarch,Noble Hierarch,Noble Hierarch,Noble Hierarch,Scavenging Ooze,Scavenging Ooze,Scavenging Ooze,Selfless Spirit,Selfless Spirit,Tidehollow Sculler,Tidehollow Sculler,Tidehollow Sculler,Tidehollow Sculler,Wasteland Strangler,Wasteland Strangler,Wasteland Strangler,Wasteland Strangler,Collected Company,Collected Company,Collected Company,Collected Company,Aether Vial,Aether Vial,Aether Vial,Aether Vial
Blinkmoth Nexus,Blinkmoth Nexus,Blinkmoth Nexus,Blinkmoth Nexus,Darksteel Citadel,Darksteel Citadel,Darksteel Citadel,Darksteel Citadel,Glimmervoid,Glimmervoid,Inkmoth Nexus,Inkmoth Nexus,Inkmoth Nexus,Inkmoth Nexus,Island,Spire of Industry,Spire of Industry,Arcbound Ravager,Arcbound Ravager,Arcbound Ravager,Arcbound Ravager,Etched Champion,Etched Champion,Etched Champion,Hope of Ghirapur,Master of Etherium,Master of Etherium,Memnite,Memnite,Memnite,Ornithopter,Ornithopter,Ornithopter,Ornithopter,Signal Pest,Signal Pest,Signal Pest,Signal Pest,Steel Overseer,Steel Overseer,Vault Skirge,Vault Skirge,Vault Skirge,Galvanic Blast,Galvanic Blast,Thoughtcast,Thoughtcast,Thoughtcast,Cranial Plating,Cranial Plating,Cranial Plating,Cranial Plating,Mox Opal,Mox Opal,Mox Opal,Mox Opal,Springleaf Drum,Springleaf Drum,Springleaf Drum,Welding Jar
Blinkmoth Nexus,Blinkmoth Nexus,Blinkmoth Nexus,Blinkmoth Nexus,Darksteel Citadel,Darksteel Citadel,Darksteel Citadel,Darksteel Citadel,Glimmervoid,Glimmervoid,Inkmoth Nexus,Inkmoth Nexus,Inkmoth Nexus,Inkmoth Nexus,Island,Spire of Industry,Spire of Industry,Arcbound Ravager,Arcbound Ravager,Arcbound Ravager,Arcbound Ravager,Etched Champion,Etched Champion,Etched Champion,Hope of Ghirapur,Master of Etherium,Master of Etherium,Memnite,Memnite,Memnite,Ornithopter,Ornithopter,Ornithopter,Ornithopter,Signal Pest,Signal Pest,Signal Pest,Signal Pest,Steel Overseer,Steel Overseer,Vault Skirge,Vault Skirge,Vault Skirge,Galvanic Blast,Galvanic Blast,Thoughtcast,Thoughtcast,Thoughtcast,Cranial Plating,Cranial Plating,Cranial Plating,Cranial Plating,Mox Opal,Mox Opal,Mox Opal,Mox Opal,Springleaf Drum,Springleaf Drum,Springleaf Drum,Welding Jar
Ancient Ziggurat,Ancient Ziggurat,Ancient Ziggurat,Ancient Ziggurat,Cavern of Souls,Cavern of Souls,Cavern of Souls,Cavern of Souls,Horizon Canopy,Horizon Canopy,Horizon Canopy,Horizon Canopy,Plains,Seachrome Coast,Seachrome Coast,Unclaimed Territory,Unclaimed Territory,Unclaimed Territory,Unclaimed Territory,Champion of the Parish,Champion of the Parish,Champion of the Parish,Champion of the Parish,Dark Confidant,Kessig Malcontents,Kitesail Freebooter,Kitesail Freebooter,Kitesail Freebooter,Kitesail Freebooter,Mantis Rider,Mantis Rider,Mantis Rider,Mantis Rider,Meddling Mage,Meddling Mage,Meddling Mage,Meddling Mage,Noble Hierarch,Noble Hierarch,Noble Hierarch,Noble Hierarch,Phantasmal Image,Phantasmal Image,Phantasmal Image,Phantasmal Image,Reflector Mage,Reflector Mage,Reflector Mage,Reflector Mage,Thalia\'s Lieutenant,Thalia\'s Lieutenant,Thalia\'s Lieutenant,Thalia\'s Lieutenant,"Thalia, Guardian of Thraben","Thalia, Guardian of Thraben","Thalia, Guardian of Thraben",Aether Vial,Aether Vial,Aether Vial,Aether Vial
Forest,Forest,Forest,Forest,Forest,Forest,Forest,Forest,Forest,Mountain,Stomping Ground,Stomping Ground,Stomping Ground,Verdant Catacombs,Windswept Heath,Windswept Heath,Windswept Heath,Windswept Heath,Wooded Foothills,Wooded Foothills,Wooded Foothills,Wooded Foothills,Arbor Elf,Arbor Elf,Arbor Elf,Arbor Elf,Birds of Paradise,Birds of Paradise,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Inferno Titan,Inferno Titan,Stormbreath Dragon,Stormbreath Dragon,Tireless Tracker,Tireless Tracker,Tireless Tracker,Lightning Bolt,Lightning Bolt,Molten Rain,Molten Rain,Molten Rain,Molten Rain,Mwonvuli Acid-Moss,Mwonvuli Acid-Moss,Primal Command,Stone Rain,Stone Rain,Stone Rain,Stone Rain,Blood Moon,Blood Moon,Blood Moon,Blood Moon,Utopia Sprawl,Utopia Sprawl,Utopia Sprawl,Utopia Sprawl
Academy Ruins,Darksteel Citadel,Darksteel Citadel,Darksteel Citadel,Darksteel Citadel,Field of Ruin,Ghost Quarter,Ghost Quarter,Ghost Quarter,Ghost Quarter,Inventors\' Fair,Ipnu Rivulet,Island,Island,Island,Island,Mountain,"Oboro, Palace in the Clouds",Tectonic Edge,Tolaria West,Tolaria West,Tolaria West,Tolaria West,Whir of Invention,Whir of Invention,Whir of Invention,Whir of Invention,Artificer\'s Intuition,Bottled Cloister,Chalice of the Void,Chalice of the Void,Chalice of the Void,Chalice of the Void,Crucible of Worlds,Engineered Explosives,Engineered Explosives,Ensnaring Bridge,Ensnaring Bridge,Ensnaring Bridge,Ensnaring Bridge,Expedition Map,Expedition Map,Expedition Map,Grafdigger\'s Cage,Mishra\'s Bauble,Mishra\'s Bauble,Mishra\'s Bauble,Mishra\'s Bauble,Mox Opal,Mox Opal,Mox Opal,Mox Opal,Pithing Needle,Sorcerous Spyglass,Sorcerous Spyglass,Tezzeret the Seeker,Tormod\'s Crypt,Welding Jar,Welding Jar,Witchbane Orb
Breeding Pool,Celestial Colonnade,Flooded Strand,Flooded Strand,Forest,Ghost Quarter,Ghost Quarter,Ghost Quarter,Hallowed Fountain,Horizon Canopy,Island,Misty Rainforest,Misty Rainforest,Misty Rainforest,Misty Rainforest,Plains,Stirring Wildwood,Temple Garden,Temple Garden,Windswept Heath,Windswept Heath,Windswept Heath,Windswept Heath,Wooded Foothills,Aven Mindcensor,Aven Mindcensor,Knight of the Reliquary,Knight of the Reliquary,Knight of the Reliquary,Knight of the Reliquary,Lotus Cobra,Lotus Cobra,Lotus Cobra,Lotus Cobra,Noble Hierarch,Noble Hierarch,Noble Hierarch,Noble Hierarch,Qasali Pridemage,Renegade Rallier,Scavenging Ooze,Scavenging Ooze,"Sigarda, Host of Herons","Sigarda, Host of Herons",Thragtusk,Tireless Tracker,Tireless Tracker,Vendilion Clique,Vendilion Clique,Voice of Resurgence,Voice of Resurgence,Voice of Resurgence,Voice of Resurgence,Path to Exile,Path to Exile,Path to Exile,Path to Exile,"Jace, the Mind Sculptor","Jace, the Mind Sculptor","Jace, the Mind Sculptor"
Blinkmoth Nexus,Blinkmoth Nexus,Blinkmoth Nexus,Blinkmoth Nexus,Darksteel Citadel,Darksteel Citadel,Darksteel Citadel,Darksteel Citadel,Glimmervoid,Inkmoth Nexus,Inkmoth Nexus,Inkmoth Nexus,Inkmoth Nexus,Mountain,Spire of Industry,Spire of Industry,Spire of Industry,Arcbound Ravager,Arcbound Ravager,Arcbound Ravager,Arcbound Ravager,Etched Champion,Etched Champion,Glint-Nest Crane,Master of Etherium,Master of Etherium,Memnite,Memnite,Ornithopter,Ornithopter,Ornithopter,Ornithopter,Signal Pest,Signal Pest,Signal Pest,Signal Pest,Steel Overseer,Steel Overseer,Steel Overseer,Steel Overseer,Vault Skirge,Vault Skirge,Vault Skirge,Vault Skirge,Galvanic Blast,Galvanic Blast,Galvanic Blast,Cranial Plating,Cranial Plating,Cranial Plating,Cranial Plating,Mox Opal,Mox Opal,Mox Opal,Mox Opal,Springleaf Drum,Springleaf Drum,Springleaf Drum,Springleaf Drum,Welding Jar
Blackcleave Cliffs,Blackcleave Cliffs,Blackcleave Cliffs,Blood Crypt,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Forest,Forest,Mountain,Overgrown Tomb,Overgrown Tomb,Raging Ravine,Raging Ravine,Raging Ravine,Stomping Ground,Swamp,Swamp,Treetop Village,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Wooded Foothills,Bloodbraid Elf,Bloodbraid Elf,Dark Confidant,Dark Confidant,Dark Confidant,Dark Confidant,Grim Lavamancer,"Kalitas, Traitor of Ghet",Scavenging Ooze,Scavenging Ooze,Scavenging Ooze,Tarmogoyf,Tarmogoyf,Tarmogoyf,Tarmogoyf,Collective Brutality,Fatal Push,Fatal Push,Fatal Push,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Kolaghan\'s Command,Kolaghan\'s Command,Lightning Bolt,Lightning Bolt,Lightning Bolt,Maelstrom Pulse,Terminate,Thoughtseize,Thoughtseize,Liliana of the Veil,Liliana of the Veil,Liliana of the Veil,"Liliana, the Last Hope"
Blackcleave Cliffs,Blackcleave Cliffs,Blackcleave Cliffs,Blood Crypt,Blood Crypt,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Mountain,Mountain,Mountain,Scalding Tarn,Stomping Ground,Swamp,Wooded Foothills,Wooded Foothills,Wooded Foothills,Bloodghast,Bloodghast,Bloodghast,Bloodghast,Flameblade Adept,Flameblade Adept,Flameblade Adept,Flameblade Adept,Flamewake Phoenix,Flamewake Phoenix,Flamewake Phoenix,Flamewake Phoenix,Gurmag Angler,Gurmag Angler,Gurmag Angler,Hollow One,Hollow One,Hollow One,Hollow One,Street Wraith,Street Wraith,Street Wraith,Street Wraith,"Tasigur, the Golden Fang",Burning Inquiry,Burning Inquiry,Burning Inquiry,Burning Inquiry,Collective Brutality,Collective Brutality,Faithless Looting,Faithless Looting,Faithless Looting,Faithless Looting,Goblin Lore,Goblin Lore,Goblin Lore,Goblin Lore,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Bolt
Cavern of Souls,Cavern of Souls,Cavern of Souls,Island,Island,Island,Island,Island,Island,Island,Island,Island,Island,Island,"Minamo, School at Water\'s Edge",Mutavault,Mutavault,Mutavault,Mutavault,"Oboro, Palace in the Clouds",Cursecatcher,Cursecatcher,Cursecatcher,Cursecatcher,Harbinger of the Tides,Harbinger of the Tides,Harbinger of the Tides,Harbinger of the Tides,"Kopala, Warden of Waves","Kopala, Warden of Waves",Lord of Atlantis,Lord of Atlantis,Lord of Atlantis,Lord of Atlantis,Master of Waves,Master of Waves,Master of Waves,Master of Waves,Master of the Pearl Trident,Master of the Pearl Trident,Master of the Pearl Trident,Master of the Pearl Trident,Merrow Reejerey,Merrow Reejerey,Merrow Reejerey,Merrow Reejerey,Silvergill Adept,Silvergill Adept,Silvergill Adept,Silvergill Adept,Spell Pierce,Spell Pierce,Aether Vial,Aether Vial,Aether Vial,Aether Vial,Spreading Seas,Spreading Seas,Spreading Seas,Spreading Seas
Breeding Pool,Breeding Pool,Field of Ruin,Field of Ruin,Forest,Forest,Island,Island,Island,Misty Rainforest,Misty Rainforest,Misty Rainforest,Misty Rainforest,Mountain,Mountain,Scalding Tarn,Scalding Tarn,Scalding Tarn,Scalding Tarn,Steam Vents,Stomping Ground,Wooded Foothills,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,"Jace, Vryn\'s Prodigy","Jace, Vryn\'s Prodigy",Noble Hierarch,Noble Hierarch,Noble Hierarch,Noble Hierarch,Scavenging Ooze,Scavenging Ooze,Tarmogoyf,Tarmogoyf,Tarmogoyf,Tarmogoyf,Ancestral Vision,Ancestral Vision,Ancestral Vision,Forked Bolt,Izzet Charm,Izzet Charm,Izzet Charm,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Bolt,Roast,Roast,Serum Visions,Serum Visions,Serum Visions,Serum Visions,Blood Moon,Blood Moon,"Jace, the Mind Sculptor",Spreading Seas,Spreading Seas
Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Bomat Courier,Bomat Courier,Burning-Tree Emissary,Burning-Tree Emissary,Burning-Tree Emissary,Burning-Tree Emissary,Foundry Street Denizen,Foundry Street Denizen,Foundry Street Denizen,Foundry Street Denizen,Goblin Bushwhacker,Goblin Bushwhacker,Goblin Bushwhacker,Goblin Bushwhacker,Goblin Guide,Goblin Guide,Goblin Guide,Goblin Guide,Legion Loyalist,Legion Loyalist,Legion Loyalist,Legion Loyalist,Mogg Fanatic,Mogg Fanatic,Mogg Fanatic,Mogg Fanatic,Mogg War Marshal,Mogg War Marshal,Mogg War Marshal,Mogg War Marshal,Reckless Bushwhacker,Reckless Bushwhacker,Reckless Bushwhacker,Reckless Bushwhacker,Goblin Grenade,Goblin Grenade,Goblin Grenade,Goblin Grenade,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Bolt
Breeding Pool,Cavern of Souls,Cavern of Souls,Cavern of Souls,Cavern of Souls,Flooded Strand,Flooded Strand,Horizon Canopy,Horizon Canopy,Horizon Canopy,Plains,Sacred Foundry,Temple Garden,Unclaimed Territory,Unclaimed Territory,Unclaimed Territory,Unclaimed Territory,Windswept Heath,Windswept Heath,Windswept Heath,Windswept Heath,Avacyn\'s Pilgrim,Avacyn\'s Pilgrim,Avacyn\'s Pilgrim,Avacyn\'s Pilgrim,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Champion of the Parish,Champion of the Parish,Champion of the Parish,Champion of the Parish,Mantis Rider,Mantis Rider,Mantis Rider,Mantis Rider,Meddling Mage,Meddling Mage,Meddling Mage,Meddling Mage,Noble Hierarch,Noble Hierarch,Noble Hierarch,Noble Hierarch,Reflector Mage,Reflector Mage,Reflector Mage,Reflector Mage,Thalia\'s Lieutenant,Thalia\'s Lieutenant,Thalia\'s Lieutenant,Thalia\'s Lieutenant,"Thalia, Guardian of Thraben","Thalia, Guardian of Thraben","Thalia, Guardian of Thraben","Thalia, Guardian of Thraben",Collected Company,Collected Company,Collected Company,Collected Company
Breeding Pool,Breeding Pool,Dryad Arbor,Forest,Forest,Inkmoth Nexus,Inkmoth Nexus,Inkmoth Nexus,Inkmoth Nexus,Pendelhaven,Pendelhaven,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Windswept Heath,Windswept Heath,Windswept Heath,Wooded Foothills,Wooded Foothills,Wooded Foothills,Blighted Agent,Blighted Agent,Blighted Agent,Blighted Agent,Glistener Elf,Glistener Elf,Glistener Elf,Glistener Elf,Noble Hierarch,Noble Hierarch,Noble Hierarch,Noble Hierarch,Spellskite,Apostle\'s Blessing,Become Immense,Become Immense,Become Immense,Blossoming Defense,Blossoming Defense,Blossoming Defense,Blossoming Defense,Distortion Strike,Groundswell,Groundswell,Groundswell,Groundswell,Might of Old Krosa,Might of Old Krosa,Might of Old Krosa,Might of Old Krosa,Mutagenic Growth,Mutagenic Growth,Mutagenic Growth,Mutagenic Growth,Spell Pierce,Spell Pierce,Vines of Vastwood,Vines of Vastwood,Vines of Vastwood,Vines of Vastwood
Blackcleave Cliffs,Blackcleave Cliffs,Blackcleave Cliffs,Blackcleave Cliffs,Blood Crypt,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Forest,Mountain,Overgrown Tomb,Overgrown Tomb,Raging Ravine,Raging Ravine,Raging Ravine,Raging Ravine,Stomping Ground,Swamp,Twilight Mire,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Dark Confidant,Dark Confidant,Dark Confidant,Dark Confidant,Scavenging Ooze,Scavenging Ooze,Scavenging Ooze,Tarmogoyf,Tarmogoyf,Tarmogoyf,Tarmogoyf,Abrupt Decay,Abrupt Decay,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Kolaghan\'s Command,Kolaghan\'s Command,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Bolt,Maelstrom Pulse,Terminate,Terminate,Thoughtseize,Thoughtseize,Liliana of the Veil,Liliana of the Veil,Liliana of the Veil,"Liliana, the Last Hope"
Desolate Lighthouse,Flooded Strand,Flooded Strand,Flooded Strand,Flooded Strand,Island,Island,Island,Island,Island,Island,Island,Island,Mountain,Scalding Tarn,Scalding Tarn,Scalding Tarn,Scalding Tarn,Steam Vents,Steam Vents,Sulfur Falls,Sulfur Falls,"Emrakul, the Aeons Torn","Emrakul, the Aeons Torn","Emrakul, the Aeons Torn",Snapcaster Mage,Snapcaster Mage,Snapcaster Mage,Snapcaster Mage,Bonfire of the Damned,Cryptic Command,Cryptic Command,Cryptic Command,Electrolyze,Izzet Charm,Izzet Charm,Izzet Charm,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Bolt,Opt,Opt,Opt,Remand,Remand,Remand,Remand,Serum Visions,Serum Visions,Serum Visions,Serum Visions,Through the Breach,Through the Breach,Through the Breach,Through the Breach,Blood Moon,Blood Moon,"Jace, the Mind Sculptor","Jace, the Mind Sculptor"
Blooming Marsh,Botanical Sanctum,Breeding Pool,Creeping Tar Pit,Creeping Tar Pit,Creeping Tar Pit,Darkslick Shores,Darkslick Shores,Forest,Island,Overgrown Tomb,Overgrown Tomb,Polluted Delta,Polluted Delta,Polluted Delta,Polluted Delta,Swamp,Swamp,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Watery Grave,Snapcaster Mage,Snapcaster Mage,Tarmogoyf,Tarmogoyf,Tarmogoyf,Tarmogoyf,Tireless Tracker,Tireless Tracker,Abrupt Decay,Abrupt Decay,Collective Brutality,Collective Brutality,Collective Brutality,Fatal Push,Fatal Push,Fatal Push,Fatal Push,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Maelstrom Pulse,Maelstrom Pulse,Serum Visions,Serum Visions,Serum Visions,Serum Visions,Thoughtseize,Thoughtseize,Liliana of the Veil,Liliana of the Veil,Liliana of the Veil,"Liliana, the Last Hope","Liliana, the Last Hope",Ob Nixilis Reignited,Search for Azcanta,Search for Azcanta
Blackcleave Cliffs,Blackcleave Cliffs,Blackcleave Cliffs,Blackcleave Cliffs,Blood Crypt,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Forest,Mountain,Overgrown Tomb,Overgrown Tomb,Raging Ravine,Raging Ravine,Raging Ravine,Raging Ravine,Stomping Ground,Swamp,Twilight Mire,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Dark Confidant,Dark Confidant,Dark Confidant,Dark Confidant,Scavenging Ooze,Scavenging Ooze,Scavenging Ooze,Tarmogoyf,Tarmogoyf,Tarmogoyf,Tarmogoyf,Abrupt Decay,Abrupt Decay,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Kolaghan\'s Command,Kolaghan\'s Command,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Bolt,Maelstrom Pulse,Terminate,Terminate,Thoughtseize,Thoughtseize,Liliana of the Veil,Liliana of the Veil,Liliana of the Veil,"Liliana, the Last Hope"
Bloodstained Mire,Mutavault,Mutavault,Mutavault,Mutavault,Swamp,Swamp,Swamp,Swamp,Swamp,Swamp,Swamp,Swamp,Swamp,Swamp,Swamp,Swamp,Swamp,Swamp,"Urborg, Tomb of Yawgmoth","Urborg, Tomb of Yawgmoth","Urborg, Tomb of Yawgmoth","Urborg, Tomb of Yawgmoth",Bontu\'s Last Reckoning,Fatal Push,Fatal Push,Fatal Push,Funeral Charm,Funeral Charm,Infernal Tutor,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Raven\'s Crime,Raven\'s Crime,Raven\'s Crime,Raven\'s Crime,Smallpox,Smallpox,Smallpox,Smallpox,Thoughtseize,Thoughtseize,Thoughtseize,Wrench Mind,Wrench Mind,Wrench Mind,Liliana of the Veil,Liliana of the Veil,Liliana of the Veil,Liliana of the Veil,Shrieking Affliction,Shrieking Affliction,Shrieking Affliction,Shrieking Affliction,The Rack,The Rack,The Rack,The Rack
Aether Hub,Boros Garrison,Botanical Sanctum,Cavern of Souls,Forest,Forest,Gemstone Mine,Gemstone Mine,Gemstone Mine,Gemstone Mine,Gruul Turf,Gruul Turf,Khalni Garden,Radiant Fountain,Selesnya Sanctuary,Selesnya Sanctuary,Simic Growth Chamber,Simic Growth Chamber,Simic Growth Chamber,Simic Growth Chamber,Slayers\' Stronghold,"Sunhome, Fortress of the Legion",Temple of Mystery,Tolaria West,Tolaria West,Tolaria West,Vesuva,"Azusa, Lost but Seeking","Azusa, Lost but Seeking",Courser of Kruphix,Courser of Kruphix,Primeval Titan,Primeval Titan,Primeval Titan,Primeval Titan,Sakura-Tribe Scout,Sakura-Tribe Scout,Sakura-Tribe Scout,Sakura-Tribe Scout,Tireless Tracker,Tireless Tracker,Walking Ballista,Explore,Explore,Explore,Explore,Pact of Negation,Serum Visions,Serum Visions,Serum Visions,Serum Visions,Summoner\'s Pact,Summoner\'s Pact,Summoner\'s Pact,Summoner\'s Pact,Amulet of Vigor,Amulet of Vigor,Amulet of Vigor,Amulet of Vigor,Engineered Explosives
Arid Mesa,Arid Mesa,Inspiring Vantage,Inspiring Vantage,Inspiring Vantage,Inspiring Vantage,Mountain,Mountain,Sacred Foundry,Sacred Foundry,Scalding Tarn,Scalding Tarn,Scalding Tarn,Scalding Tarn,Stomping Ground,Wooded Foothills,Wooded Foothills,Wooded Foothills,Wooded Foothills,Eidolon of the Great Revel,Eidolon of the Great Revel,Eidolon of the Great Revel,Eidolon of the Great Revel,Goblin Guide,Goblin Guide,Goblin Guide,Goblin Guide,Grim Lavamancer,Grim Lavamancer,Monastery Swiftspear,Monastery Swiftspear,Monastery Swiftspear,Monastery Swiftspear,Boros Charm,Boros Charm,Boros Charm,Boros Charm,Lava Spike,Lava Spike,Lava Spike,Lava Spike,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Helix,Lightning Helix,Lightning Helix,Lightning Helix,Rift Bolt,Rift Bolt,Rift Bolt,Rift Bolt,Searing Blaze,Searing Blaze,Searing Blaze,Searing Blaze,Skullcrack,Skullcrack,Skullcrack
